,ID,Text
3066,1579198375_84b18e003a.jpg#1,A female performer singing with her band .
3067,1579198375_84b18e003a.jpg#2,A woman sings in a club with a guitarist behind her .
3068,1579198375_84b18e003a.jpg#3,A woman sings into a microphone by a guy playing a guitar .
3069,1579198375_84b18e003a.jpg#4,Woman singing with a microphone next to a person playing guitar .
3070,1579206585_5ca6a24db0.jpg#0,A girl is playing an electric guitar in front of an amplifier .
3071,1579206585_5ca6a24db0.jpg#1,A girl plays her guitar on a dark stage .
3072,1579206585_5ca6a24db0.jpg#2,A woman is playing guitar onstage
3073,1579206585_5ca6a24db0.jpg#3,A woman playing guitar in red and blue light
3074,1579206585_5ca6a24db0.jpg#4,Guitar player performs at a nightclub red guitar .
3075,1579287915_4257c54451.jpg#0,A lone man stands on a rocky outcropping and looks out over the wilderness .
3076,1579287915_4257c54451.jpg#1,A man in shorts and a black jacket stands on top of a big rock looking down on hills and valleys .
3077,1579287915_4257c54451.jpg#2,A man is standing on a big rock overlooking a valley .
3078,1579287915_4257c54451.jpg#3,A man stands atop a large mountain of rocks .
3079,1579287915_4257c54451.jpg#4,Man standing on edge of large rock overlooking scenic view .
3080,1579798212_d30844b4c5.jpg#0,a child is laying in a bubble bath holding a yellow scrubbing brush up to his mouth as if singing into a microphone .
3081,1579798212_d30844b4c5.jpg#1,A child sings into a loofa in the bathtub
3082,1579798212_d30844b4c5.jpg#2,A little boy is laying down in a bubble bath .
3083,1579798212_d30844b4c5.jpg#3,"Boy in bubble bath , yelling or singing into scrubbing brush ."
3084,1579798212_d30844b4c5.jpg#4,The child is surrounded by bubbles while in the bathtub .
3085,1580172290_e19067e0dd.jpg#0,A baby and a young boy playing .
3086,1580172290_e19067e0dd.jpg#1,A young boy crawls with a toddler .
3087,1580172290_e19067e0dd.jpg#2,Two children on hands and knees on a wood floor .
3088,1580172290_e19067e0dd.jpg#3,Two kids play on the floor .
3089,1580172290_e19067e0dd.jpg#4,two young babies crawling on a wood floor
3090,1580671272_3e99d94305.jpg#0,A boy holds a red bucket up to a pony .
3091,1580671272_3e99d94305.jpg#1,A man feeding a horse wearing a blue strapped blanket .
3092,1580671272_3e99d94305.jpg#2,A man holds feed for a horse in a blue blanket .
3093,1580671272_3e99d94305.jpg#3,A young boy is feeding a horse some hay from an orange bucket .
3094,1580671272_3e99d94305.jpg#4,Grey horse wearing blue cover eating from a orange bucket held by a person in a green shirt .
3095,1581822598_0ae23074f1.jpg#0,A brown and black dog playing in the snow .
3096,1581822598_0ae23074f1.jpg#1,A dog jumps in the snow trying to catch a snowball .
3097,1581822598_0ae23074f1.jpg#2,A dog tries to catch a snowball in its mouth .
3098,1581822598_0ae23074f1.jpg#3,A dog trying to catch a snowball in the snow .
3099,1581822598_0ae23074f1.jpg#4,Dog jumps to catch a snowball .
3100,1584315962_5b0b45d02d.jpg#0,A man holds a flag next to a snowbound campsite .
3101,1584315962_5b0b45d02d.jpg#1,A man with a Texas flag stands in the snow by tents .
3102,1584315962_5b0b45d02d.jpg#2,A person setting up a tent beside a few other tents on the snowy ground .
3103,1584315962_5b0b45d02d.jpg#3,Mountain climbers are setting up their tents .
3104,1584315962_5b0b45d02d.jpg#4,"With a pack and ski pole on the ground , a man wearing a winter coat is holding a tent while other tents are already set up ."
3105,1594038143_57f299aa8a.jpg#0,A man in a pink shirt is showing a magic trick to a boy in a blue shirt .
3106,1594038143_57f299aa8a.jpg#1,a small boy wearing a blue shirt pulling an item from a magicians hat .
3107,1594038143_57f299aa8a.jpg#2,A smiling boy pulling something from a magician 's bag .
3108,1594038143_57f299aa8a.jpg#3,A smiling boy pulls an orange object from a hat .
3109,1594038143_57f299aa8a.jpg#4,A young boy in a blue jacket pulls something black out of a fabric bag .
3110,159712188_d530dd478c.jpg#0,A woman is walking past an artificial waterfall .
3111,159712188_d530dd478c.jpg#1,A woman is walking with someone else beside a pond in the city .
3112,159712188_d530dd478c.jpg#2,A woman talking on a cellphone walking in front of water .
3113,159712188_d530dd478c.jpg#3,A woman walks by a river across city buildings .
3114,159712188_d530dd478c.jpg#4,Young woman in a city park near a water feature .
3115,1597319381_1e80d9e39c.jpg#0,A group of kids in red and white playing soccer .
3116,1597319381_1e80d9e39c.jpg#1,A player on the white and blue team kicks a soccer ball toward his teammate while players on the red team watch .
3117,1597319381_1e80d9e39c.jpg#2,A soccer player dressed in blue and white is kicking the ball to his teammate while other teammates and opponents dressed in red watch .
3118,1597319381_1e80d9e39c.jpg#3,Boys soccer teams playing a game .
3119,1597319381_1e80d9e39c.jpg#4,There is a soccer game in progress .
3120,1597557856_30640e0b43.jpg#0,a brown dog is jumping up at a woman who is wearing a brown skirt .
3121,1597557856_30640e0b43.jpg#1,A golden retriever is excitedly greeting a woman as a little dog walks towards the camera .
3122,1597557856_30640e0b43.jpg#2,A tan dog jumping up at a woman in a skirt and a black and tan dog walking away .
3123,1597557856_30640e0b43.jpg#3,A yellow dog jumps to greet a woman .
3124,1597557856_30640e0b43.jpg#4,One dog is jumping at the lady while the other walks away .
3125,1598085252_f3219b6140.jpg#0,A dog in a field .
3126,1598085252_f3219b6140.jpg#1,A dog is resting in a grassy field
3127,1598085252_f3219b6140.jpg#2,A dog runs through tall grass .
3128,1598085252_f3219b6140.jpg#3,Dog running after another dog in a grassy field .
3129,1598085252_f3219b6140.jpg#4,The Doberman is running through the tall grass .
3130,1600208439_e94527b80f.jpg#0,A brown dog playing in mud .
3131,1600208439_e94527b80f.jpg#1,A dog enjoys playing in the water at the edge of a field .
3132,1600208439_e94527b80f.jpg#2,A dog is playing in water .
3133,1600208439_e94527b80f.jpg#3,A dog runs through muddy water .
3134,1600208439_e94527b80f.jpg#4,A dog splashing though a large puddle in a field .
3135,160541986_d5be2ab4c1.jpg#0,A girl is all decked out with razzling jewelry .
3136,160541986_d5be2ab4c1.jpg#1,A girl is dressed up and wearing a large broach with pearls .
3137,160541986_d5be2ab4c1.jpg#2,A woman wearing antiquated clothing including many pearls .
3138,160541986_d5be2ab4c1.jpg#3,A woman wearing a pearl necklace .
3139,160541986_d5be2ab4c1.jpg#4,A woman with a black sweater and white necklace poses for the camera .
3140,160566014_59528ff897.jpg#0,A couple sit on the hood of a car with their backs to the camera .
3141,160566014_59528ff897.jpg#1,A couple sits on a car .
3142,160566014_59528ff897.jpg#2,A man and a woman sit on a car and face the opposite way of the camera .
3143,160566014_59528ff897.jpg#3,A man and woman sit on a car and watch the road .
3144,160566014_59528ff897.jpg#4,A man and woman sitting on a parked car .
3145,160585932_fa6339f248.jpg#0,"A black station wagon with its lights on , partially submerged in water with a wooded area behind it ."
3146,160585932_fa6339f248.jpg#1,A car is partially submerged in a lake .
3147,160585932_fa6339f248.jpg#2,A car is sinking underwater in a lake or river .
3148,160585932_fa6339f248.jpg#3,A Toyota car drives into water
3149,160585932_fa6339f248.jpg#4,The four wheel drive car is driving through a river .
3150,1606988704_fe330878a3.jpg#0,Three children playing in hay
3151,1606988704_fe330878a3.jpg#1,"Three children playing with hay outdoors , throwing some at camera lens ."
3152,1606988704_fe330878a3.jpg#2,Three children play on corn stacks .
3153,1606988704_fe330878a3.jpg#3,"Three young children play in the hay , throwing some at the camera ."
3154,1606988704_fe330878a3.jpg#4,Two young children are throwing hay .
3155,160792599_6a7ec52516.jpg#0,A group of people stand in the sand looking out at the water .
3156,160792599_6a7ec52516.jpg#1,Five people look out toward the ocean .
3157,160792599_6a7ec52516.jpg#2,Five people standing in front of a body of water .
3158,160792599_6a7ec52516.jpg#3,Three men and two women stand facing the ocean from the shore on a sunny day .
3159,160792599_6a7ec52516.jpg#4,Two ladies and three men looking at the ocean .
3160,160805827_5e6646b753.jpg#0,A man in a boat in front of a sunset .
3161,160805827_5e6646b753.jpg#1,A man in a grey shirt is on a boat with a flag .
3162,160805827_5e6646b753.jpg#2,A man sits on a boat in the sunset near a flag .
3163,160805827_5e6646b753.jpg#3,A man sits on a sailboat with the sun setting behind him .
3164,160805827_5e6646b753.jpg#4,A man sitting on a boat with a flag and the sunset in the background .
3165,1616016569_673de1d678.jpg#0,a couple sitting together smiling at the photographer
3166,1616016569_673de1d678.jpg#1,A man and a woman smiling for the camera .
3167,1616016569_673de1d678.jpg#2,A man and his female partner smile for a picture .
3168,1616016569_673de1d678.jpg#3,"Smiling , brown-eyed couple in a crowd ."
3169,1616016569_673de1d678.jpg#4,Two people pose for the camera .
3170,161669933_3e7d8c7e2c.jpg#0,A competitive motorcycle racer prepares to make a left turn along a paved road .
3171,161669933_3e7d8c7e2c.jpg#1,A man rides a motorcycle with the number 5 on it .
3172,161669933_3e7d8c7e2c.jpg#2,A motorcycle driver swerves to the left .
3173,161669933_3e7d8c7e2c.jpg#3,A motorcycle with number five on front is being ridden by a rider wearing a red helmet .
3174,161669933_3e7d8c7e2c.jpg#4,professional motorcycle racer turning a corner
3175,161905204_247c6ca6de.jpg#0,a girl in a light blue windbreaker walks down a cement road .
3176,161905204_247c6ca6de.jpg#1,A girl in an aqua jacket walks down a long road surrounded by shrubs .
3177,161905204_247c6ca6de.jpg#2,A woman in a blue shirt and black pants walks down a road .
3178,161905204_247c6ca6de.jpg#3,A woman walks down a country road .
3179,161905204_247c6ca6de.jpg#4,Woman walking down paved road .
3180,1620397000_3883e3ecd3.jpg#0,A black and white spotted dog is jumping over the small stream of water .
3181,1620397000_3883e3ecd3.jpg#1,A black and white spotted dog jumps over a stream .
3182,1620397000_3883e3ecd3.jpg#2,A dog jumps over a creek .
3183,1620397000_3883e3ecd3.jpg#3,A spotted dog jumps over a muddy creek .
3184,1620397000_3883e3ecd3.jpg#4,A white dog with black spots jumps over a stream .
3185,162152393_52ecd33fc5.jpg#0,A girl on a beach with rainbow flags .
3186,162152393_52ecd33fc5.jpg#1,"A girl sits on a ledge by the beach , rainbow flags on poles fly in the background ."
3187,162152393_52ecd33fc5.jpg#2,A person is sitting on a wall beside the beach .
3188,162152393_52ecd33fc5.jpg#3,a woman sitting on a wall with several multicolored flags behind her
3189,162152393_52ecd33fc5.jpg#4,Woman at kite festival on boardwalk
3190,1622619190_d0b51aff28.jpg#0,A brown dog is walking on the grass beside a fence .
3191,1622619190_d0b51aff28.jpg#1,"A brown dog trotting across a grassy , fenced-in yard ."
3192,1622619190_d0b51aff28.jpg#2,A large brown dog in a fenced yard
3193,1622619190_d0b51aff28.jpg#3,Large dog is playing outdoors inside of a fence .
3194,1622619190_d0b51aff28.jpg#4,Lean dog trots through a sunny park in front of a chain link fence .
3195,1625306051_7099519baa.jpg#0,A man in a yellow shirt and a man in an orange shirt jump in the air .
3196,1625306051_7099519baa.jpg#1,A man jumps off a hill .
3197,1625306051_7099519baa.jpg#2,Two men in hiking boots strike martial arts poses .
3198,1625306051_7099519baa.jpg#3,Two men jumping on a rock wall
3199,1625306051_7099519baa.jpg#4,Two men leap into the air .
3200,1626754053_81126b67b6.jpg#0,A black and white dog is going after an orange Frisbee .
3201,1626754053_81126b67b6.jpg#1,A black and white dog leaps to catch an orange Frisbee .
3202,1626754053_81126b67b6.jpg#2,A black and white dog prepares to catch a Frisbee .
3203,1626754053_81126b67b6.jpg#3,a dog about to jump to catch a Frisbee
3204,1626754053_81126b67b6.jpg#4,dog jumping for Frisbee
3205,162743064_bb242faa31.jpg#0,A brown dog catching a ball in silhouette .
3206,162743064_bb242faa31.jpg#1,a brown dog is leaping into the air to catch a ball .
3207,162743064_bb242faa31.jpg#2,A dog catching a tennis ball at sunset in a yard .
3208,162743064_bb242faa31.jpg#3,A dog is backlit buy the sun as he jumps up to catch a tennis ball .
3209,162743064_bb242faa31.jpg#4,A dog jumps in the air to catch a tennis ball .
3210,1643915227_9f48068772.jpg#0,A group of people are walking down the sidewalk of a big city .
3211,1643915227_9f48068772.jpg#1,Pedestrians and cars make their way through Times Square in New York .
3212,1643915227_9f48068772.jpg#2,Some people and vehicles on a crowded street .
3213,1643915227_9f48068772.jpg#3,"The streets of a big city ,"
3214,1643915227_9f48068772.jpg#4,Times Square in New York .
3215,1650280501_29810b46e5.jpg#0,A group of people are sitting in some rows of wooden seats .
3216,1650280501_29810b46e5.jpg#1,A group of people seated in a line of seats at an event .
3217,1650280501_29810b46e5.jpg#2,People sit in an auditorium with programs .
3218,1650280501_29810b46e5.jpg#3,People sitting in rows of seats .
3219,1650280501_29810b46e5.jpg#4,Students are sitting in an auditorium with notes out in front of them .
3220,1655781989_b15ab4cbff.jpg#0,A group of mountain climbers
3221,1655781989_b15ab4cbff.jpg#1,A group of people walking in a line through the snow toward a mountain .
3222,1655781989_b15ab4cbff.jpg#2,A line of people are making their way through snow covered mountains .
3223,1655781989_b15ab4cbff.jpg#3,People are walking through a snow covered field with a mountain the background .
3224,1655781989_b15ab4cbff.jpg#4,People facing mountains in the snow .
3225,1659358133_95cd1027bd.jpg#0,a brown dog sniffs a tree stump .
3226,1659358133_95cd1027bd.jpg#1,A dog sniffs a newly cut tree trunk .
3227,1659358133_95cd1027bd.jpg#2,A dog sniffs a tree stump .
3228,1659358133_95cd1027bd.jpg#3,Dog sniffing recently cut tree stump .
3229,1659358133_95cd1027bd.jpg#4,The dog is standing outside on a tree stump .
3230,1659358141_0433c9bf99.jpg#0,A brown dog is panting hard on grass during a sunny day .
3231,1659358141_0433c9bf99.jpg#1,A brown dog walks in the grass with its tongue hanging out .
3232,1659358141_0433c9bf99.jpg#2,A dog running with tongue hanging out .
3233,1659358141_0433c9bf99.jpg#3,"A grey dog walks in the green grass , tongue hanging out ."
3234,1659358141_0433c9bf99.jpg#4,a tan dog jogging with his tongue hanging out
3235,1659396176_ced00a549f.jpg#0,"A white and brown dog with his mouth open and tongue out facing a second , almost off-camera dog ."
3236,1659396176_ced00a549f.jpg#1,"two dogs , one with long brown fur , both dogs have their mouths open and teeth showing , one dogs tongue is hanging out ."
3237,1659396176_ced00a549f.jpg#2,Two dogs play in the grass .
3238,1659396176_ced00a549f.jpg#3,Two furry dogs make snarly faces as they play together .
3239,1659396176_ced00a549f.jpg#4,Two multicoloured dogs fighting .
3240,1662261486_db967930de.jpg#0,A black and white dog is jumping through a black and white hoop .
3241,1662261486_db967930de.jpg#1,A black and white dog jumps through a black and white hoop .
3242,1662261486_db967930de.jpg#2,A brown and white dog jumping through a black and white hoop .
3243,1662261486_db967930de.jpg#3,A dog jumping through a black and white hoop .
3244,1662261486_db967930de.jpg#4,A dog jumping through a ring .
3245,166321294_4a5e68535f.jpg#0,A man is riding on a red motorcycle .
3246,166321294_4a5e68535f.jpg#1,A motorcycle driver dressed in orange gear swerves to the right .
3247,166321294_4a5e68535f.jpg#2,A motorcyclist on a red speed bike leans into a sharp turn .
3248,166321294_4a5e68535f.jpg#3,Motorcyclist crouches low as he rounds a turn .
3249,166321294_4a5e68535f.jpg#4,This person is on a red motorcycle .
3250,1663454406_5e2cf8c5bb.jpg#0,A man carries a sign while standing in the rain .
3251,1663454406_5e2cf8c5bb.jpg#1,A man holds a sign in front of a group of people on a cloudy day .
3252,1663454406_5e2cf8c5bb.jpg#2,A man in sunglasses is holding a sign while four other people look into the distance .
3253,1663454406_5e2cf8c5bb.jpg#3,A man wearing sunglasses holds a sign at a demonstration .
3254,1663454406_5e2cf8c5bb.jpg#4,A young man holds up a hand written sign next to a woman with a multicolored umbrella .
3255,1663751778_90501966f0.jpg#0,A climber is attached by ropes to a brown colored rock face .
3256,1663751778_90501966f0.jpg#1,A man is scalling a sheer rock face with a rope support .
3257,1663751778_90501966f0.jpg#2,A mountain climber scales a steep rock face .
3258,1663751778_90501966f0.jpg#3,A person is climbing up a rock .
3259,1663751778_90501966f0.jpg#4,A person wearing khaki pants climbing up the side of a rocky cliff .
3260,166433861_70b66cd381.jpg#0,A motorcycle racer leans his bike .
3261,166433861_70b66cd381.jpg#1,A motorcyclist is driving down a road on their motorbike .
3262,166433861_70b66cd381.jpg#2,A motorcyclist is riding their sponsored car along a roadway that has recently turned .
3263,166433861_70b66cd381.jpg#3,A motorcyclist on the street .
3264,166433861_70b66cd381.jpg#4,A motorcyclist with a red helmet rides his blue motorcycle down the road .
3265,166507476_9be5b9852a.jpg#0,The iguanas wrestled along the rocky water bank .
3266,166507476_9be5b9852a.jpg#1,The two reptiles are standing on their back legs near deep water .
3267,166507476_9be5b9852a.jpg#2,Two lizards fighting .
3268,166507476_9be5b9852a.jpg#3,Two lizards fight in the water .
3269,166507476_9be5b9852a.jpg#4,Two oriental lizards are fighting for dominance in a small pond
3270,166654939_80ea4ddbcc.jpg#0,A group of race buggies travel down a racetrack .
3271,166654939_80ea4ddbcc.jpg#1,Cars racing on a dirt track
3272,166654939_80ea4ddbcc.jpg#2,Race cars are racing each other on a dirt racetrack and the green one is in the lead .
3273,166654939_80ea4ddbcc.jpg#3,Ralley cars muscle for position on a dirt track .
3274,166654939_80ea4ddbcc.jpg#4,Two lines of colorful cars racing on a racetrack .
3275,1670592963_39731a3dac.jpg#0,A collie runs down a slide .
3276,1670592963_39731a3dac.jpg#1,A dog is running down a ramp .
3277,1670592963_39731a3dac.jpg#2,Dog is jumping down a ramp .
3278,1670592963_39731a3dac.jpg#3,The collie is running down a blue and yellow board .
3279,1670592963_39731a3dac.jpg#4,There is a brown and white dog jumping off of a see-saw .
3280,167295035_336f5f5f27.jpg#0,A climber wearing a white helmet is perched on the side of a rock face .
3281,167295035_336f5f5f27.jpg#1,a lone climber wearing a white helmet climbing a wall .
3282,167295035_336f5f5f27.jpg#2,A man wearing blue climbs a steep cliff .
3283,167295035_336f5f5f27.jpg#3,"The man in a blue shirt , wearing a helmet , is readying to climb ."
3284,167295035_336f5f5f27.jpg#4,The rock climber looks down from above .
3285,1674612291_7154c5ab61.jpg#0,A dog is jumping to catch a Frisbee and casts a perfect shadow .
3286,1674612291_7154c5ab61.jpg#1,A dog jumps and catches a Frisbee in the grass .
3287,1674612291_7154c5ab61.jpg#2,A dog jumps and catches a toy .
3288,1674612291_7154c5ab61.jpg#3,A white dog leaps to catch an object .
3289,1674612291_7154c5ab61.jpg#4,A yellow lab jumping up to catch a toy .
3290,1675679141_36c9bc2969.jpg#0,A jacketed man with his back to the camera is overlooking the water .
3291,1675679141_36c9bc2969.jpg#1,A man fishing from the shore in the wintertime .
3292,1675679141_36c9bc2969.jpg#2,A man in a heavy coat fishes from a concrete platform .
3293,1675679141_36c9bc2969.jpg#3,A man stands on a concrete ledge and casts his fishing pole into the water below .
3294,1675679141_36c9bc2969.jpg#4,A person in warm clothing fishes off a wall .
3295,1676601498_7d59327523.jpg#0,A male and a female are leaning against railing looking off with the ocean in the background
3296,1676601498_7d59327523.jpg#1,A man and a woman are looking at the view on a stairway by the sea .
3297,1676601498_7d59327523.jpg#2,Man and woman watching something near rocky ocean surf .
3298,1676601498_7d59327523.jpg#3,two people leaning over a green railing with the ocean in the background
3299,1676601498_7d59327523.jpg#4,Two people on a walkway over rushing water .
3300,1679557684_50a206e4a9.jpg#0,a big black dog jumps in the air to catch the tennis ball in his mouth .
3301,1679557684_50a206e4a9.jpg#1,A dog looks at another dog catching a ball in the air
3302,1679557684_50a206e4a9.jpg#2,A white dog is watching a black dog jump on a lawn next to a pile of large rocks .
3303,1679557684_50a206e4a9.jpg#3,A white dog watching a black dog in the air .
3304,1679557684_50a206e4a9.jpg#4,Two dogs playing with a tennis ball in the yard .
3305,1679565118_d36f0d6d52.jpg#0,A black dog catches a tennis ball in his mouth while a white dog watches .
3306,1679565118_d36f0d6d52.jpg#1,A black dog jumps to catch a ball in his mouth near a rock wall .
3307,1679565118_d36f0d6d52.jpg#2,Black dog jumping in the air with white dog standing on grass behind near pile of rocks .
3308,1679565118_d36f0d6d52.jpg#3,Black dog jumping to catch tennis ball
3309,1679565118_d36f0d6d52.jpg#4,"The black dog is catching a ball , while the white one watches ."
3310,1679617928_a73c1769be.jpg#0,A basset hound is leashed to the rearview mirror of a yellow and white vehicle
3311,1679617928_a73c1769be.jpg#1,a black and white dog tied to a yellow and white van
3312,1679617928_a73c1769be.jpg#2,"A dog , lying down , tethered to the side mirror of a yellow VW bus ."
3313,1679617928_a73c1769be.jpg#3,"a dog with black , white , and brown coloring is leashed up to a mirror"
3314,1679617928_a73c1769be.jpg#4,The black and white dog is tethered next to a yellow car .
3315,1680126311_b92a2e8e72.jpg#0,A boy hitting a soccer ball with his chest .
3316,1680126311_b92a2e8e72.jpg#1,A child is hitting a soccer ball with their chest .
3317,1680126311_b92a2e8e72.jpg#2,A child is playing soccer with a blue and white soccer ball nearby onlookers .
3318,1680126311_b92a2e8e72.jpg#3,The boy hits the blue and white soccer ball with his knee .
3319,1680126311_b92a2e8e72.jpg#4,The boy is kicking a soccer ball .
3320,1682079482_9a72fa57fa.jpg#0,A little girl on a kid swing .
3321,1682079482_9a72fa57fa.jpg#1,A little girl shouts for joy as she swings on the swing .
3322,1682079482_9a72fa57fa.jpg#2,A toddler girl in a swing is laughing .
3323,1682079482_9a72fa57fa.jpg#3,A toddler in a pink shirt in a bucket swing .
3324,1682079482_9a72fa57fa.jpg#4,A young girl making a wide mouthed expression while swinging .
3325,1683444418_815f660379.jpg#0,A man in a camouflage tank top standing next to a man in a grey t-shirt with a fountain in the background .
3326,1683444418_815f660379.jpg#1,Two man standing in front of a huge fountain with several background people .
3327,1683444418_815f660379.jpg#2,Two men are posing for a photograph in front of a fountain in a city .
3328,1683444418_815f660379.jpg#3,Two men are standing in front of a fountain smiling .
3329,1683444418_815f660379.jpg#4,Two men standing in front of fountain while other people sit on the grass
3330,1685463722_55843b6d3c.jpg#0,A woman and her two dogs are walking down the street .
3331,1685463722_55843b6d3c.jpg#1,A woman wearing cut off shorts walks down the street with a dog .
3332,1685463722_55843b6d3c.jpg#2,The woman in blue shorts and a brown vest has a black dog to the right of her and a dog behind her .
3333,1685463722_55843b6d3c.jpg#3,The woman is walking her dogs .
3334,1685463722_55843b6d3c.jpg#4,Woman and small black dog walking across pavement
3335,1685990174_09c4fb7df8.jpg#0,A bunch of kids run on a school play field .
3336,1685990174_09c4fb7df8.jpg#1,A group of children in a field .
3337,1685990174_09c4fb7df8.jpg#2,A group of children running in the grass .
3338,1685990174_09c4fb7df8.jpg#3,Kids play soccer on a field .
3339,1685990174_09c4fb7df8.jpg#4,Kids running in the field .
3340,1688699579_2f72328c7e.jpg#0,A small dog and a large dog carrying a stick in its mouth run outside .
3341,1688699579_2f72328c7e.jpg#1,A smaller white dog is trying to get a hold of a stick that a bigger tri-colored dog has in its mouth .
3342,1688699579_2f72328c7e.jpg#2,The little white dog is trying to bite onto the stick that the black dog is carrying .
3343,1688699579_2f72328c7e.jpg#3,Two dogs run and play with a brown stick .
3344,1688699579_2f72328c7e.jpg#4,two dogs run for a stick .
3345,1689658980_0074d81d28.jpg#0,The two dogs are enjoying a run through the surf .
3346,1689658980_0074d81d28.jpg#1,Two dogs are running through the surf .
3347,1689658980_0074d81d28.jpg#2,Two dogs play in the surf .
3348,1689658980_0074d81d28.jpg#3,Two dogs running through the water on a beach .
3349,1689658980_0074d81d28.jpg#4,Two dogs run out of the ocean lake .
3350,1691573772_1adef8e40e.jpg#0,A girl in a pink shirt is riding a bicycle in traffic .
3351,1691573772_1adef8e40e.jpg#1,An Asian woman rides a bicycle in front of two cars .
3352,1691573772_1adef8e40e.jpg#2,A woman in a pink sweater rides her bike alongside cars .
3353,1691573772_1adef8e40e.jpg#3,A woman is riding her bicycle down the street .
3354,1691573772_1adef8e40e.jpg#4,A woman wearing a pink sweater rides a bike with a car behind her .
3355,169490297_b6ff13632a.jpg#0,"A boy in a blue , yellow , and orange shirt holding his arms out from his sides ."
3356,169490297_b6ff13632a.jpg#1,"A boy in a blue , yellow , and orange shirt plays outside ."
3357,169490297_b6ff13632a.jpg#2,A boy looks down and spreads his arms wide
3358,169490297_b6ff13632a.jpg#3,A child with a brightly colored shirt plays outside .
3359,169490297_b6ff13632a.jpg#4,The boy in the blue and yellow top is standing with arms outstretched .
3360,170100272_d820db2199.jpg#0,A child is on a slide .
3361,170100272_d820db2199.jpg#1,A child is sliding down a spiral slide on a playground .
3362,170100272_d820db2199.jpg#2,A girl goes down a blue and yellow slide at a park .
3363,170100272_d820db2199.jpg#3,A little girl is sliding down a slide at a park .
3364,170100272_d820db2199.jpg#4,A small girl slides down a spiral slide at the playground .
3365,1713248047_d03721456d.jpg#0,"A brown dog , a black and white dog , and a black dog are all standing in a field ."
3366,1713248047_d03721456d.jpg#1,a brown dog faces a black dog and a white dog in a field of long grass .
3367,1713248047_d03721456d.jpg#2,The three dogs are in a field .
3368,1713248047_d03721456d.jpg#3,The three dogs are standing in tall grass .
3369,1713248047_d03721456d.jpg#4,Three dogs in a field .
3370,1713248099_d860df4e10.jpg#0,"A brown dog , a black dog and a black and white dog are in a grassy field"
3371,1713248099_d860df4e10.jpg#1,"A white and black dog , a yellow dog and a black dog in a grassy field ."
3372,1713248099_d860df4e10.jpg#2,"Black dog , orange dog and black and white dog , on grass ."
3373,1713248099_d860df4e10.jpg#3,Three dogs are running through a grassy field .
3374,1713248099_d860df4e10.jpg#4,three multicolored dogs standing in a grassy field
3375,1714316707_8bbaa2a2ba.jpg#0,A boy in a red jacket smacks a snow covered tree with a stick .
3376,1714316707_8bbaa2a2ba.jpg#1,A child stands underneath a snow-covered tree .
3377,1714316707_8bbaa2a2ba.jpg#2,A little boy shakes the snow off of a tree .
3378,1714316707_8bbaa2a2ba.jpg#3,A person in a red jacket stands under a snow-covered tree .
3379,1714316707_8bbaa2a2ba.jpg#4,Child standing in a snowy landscape pulling down a snow-covered tree branch .
3380,171488318_fb26af58e2.jpg#0,A dog is walking along some dry cracked earth .
3381,171488318_fb26af58e2.jpg#1,A dog walking along a cracked and ashen surface .
3382,171488318_fb26af58e2.jpg#2,A dog walking on mud flats .
3383,171488318_fb26af58e2.jpg#3,A dog walks across the rocky ground .
3384,171488318_fb26af58e2.jpg#4,A dog walks through some mud .
3385,1716445442_9cf3528342.jpg#0,A man picking up a big rock .
3386,1716445442_9cf3528342.jpg#1,A person holds a large rock while a white car is parked .
3387,1716445442_9cf3528342.jpg#2,A person in a green jacket and black pants lifts a rock .
3388,1716445442_9cf3528342.jpg#3,A person picks up things in a rocky spot next to a car .
3389,1716445442_9cf3528342.jpg#4,A woman picking up a large rock .
3390,1718184338_5968d88edb.jpg#0,A couple of people are standing and the person in the red coat is pointing at the body of water .
3391,1718184338_5968d88edb.jpg#1,The couple are looking downriver .
3392,1718184338_5968d88edb.jpg#2,"Two people in rafting gear standing on a dry , rocky riverbank , pointing at the river ."
3393,1718184338_5968d88edb.jpg#3,"Two people stand by a river , one wearing a helmet points ."
3394,1718184338_5968d88edb.jpg#4,Two people stand on the rocks above the water and look at something .
3395,172092461_a9a9762e13.jpg#0,A man wakeboards in a red vest and smiles for the camera .
3396,172092461_a9a9762e13.jpg#1,A man wearing a red life vest waves as he waterskiis .
3397,172092461_a9a9762e13.jpg#2,A young man rides a wakeboard .
3398,172092461_a9a9762e13.jpg#3,guy wakeboarding one handed and smiling
3399,172092461_a9a9762e13.jpg#4,Man rides surfboard through water .
3400,172092464_d9eb4f4f2f.jpg#0,A guy waterskiing behind a boat .
3401,172092464_d9eb4f4f2f.jpg#1,a man wakeboards on a lake .
3402,172092464_d9eb4f4f2f.jpg#2,A young man is wakeboarding on a body of water .
3403,172092464_d9eb4f4f2f.jpg#3,Blond boy waterskiing .
3404,172092464_d9eb4f4f2f.jpg#4,The boy is wakeboarding on the lake .
3405,172097782_f0844ec317.jpg#0,A man in swim trunks and a red life vest jet skiing .
3406,172097782_f0844ec317.jpg#1,A man waterskiing with one hand .
3407,172097782_f0844ec317.jpg#2,A man wearing a red life jacked is holding a purple rope while waterskiing .
3408,172097782_f0844ec317.jpg#3,A man wearing swimming trunks is waterskiing backwards using only one hand .
